name,suburb,category,description,address
Enliven Infrared Saunas Pty Ltd,Phillip,Personal care,"Enliven Infrared Saunas is Canberra's first and only dedicated infrared sauna studio. We believe that wellness is the key to living life to its fullest.
Work demands and stresses can impact our ability to find balance and happiness in our lives. Our aim is to help you restore your mind and body.",3/61 Dundas Court
Multi Yummy,City,Food and drinks,"We provide different areas selected foods. We are MULTI YUMMY.
Open till late night.","Shop 2 34 Marcus Clarke St, CITY 2601 ACT"
Potbelly Bar,Belconnen,Food and drinks,Bar,Unit 5 26 WEEDON CLOSE
NEZUKO PTY LTD,Braddon,Retail,"Gundam n Japanese anime figures 🤖 We are located @ Ori Ground floor shop63, 30 Lonsdale Street.👺
#animefigure
#bandaigundam
#canberratoys","Shop 63, 30 Lonsdale Street"
Milky Lonsdale Trading Proprietary Limited,Braddon,Food and drinks,"Juicy burgers and over-the-top desserts meet amazing cocktails in a one-of-a-kind iconic institution. Milky Lane’s been shaking up the burger scene since 2016, and won a legion of fans for our take on good times.",3/21 Lonsdale St
GUZMAN Y GOMEZ Canberra Centre/ Belconnen/ Gungahlin,Canberra,Food and drinks,"Serving Mexican food with real ingredients. Lively counter-serve chain for Burritos, Tacos, Nachos, Quesadillas plus frozen margaritas and Mexican beer (Excluding Westfield Belconnen)*

NB: The Choose CBR scheme will also be honoured at our Westfield Belconnen and Marketplace Gungahlin Outlet. *
For the trading hours of each store please refer to
1) https://www.guzmanygomez.com.au/all-location/gungahlin/
2) https://www.guzmanygomez.com.au/all-location/canberra-centre/
3)https://www.guzmanygomez.com.au/all-location/westfield-belconnen/

* Standard Choose CBR T&Cs and other T&Cs applicable for Dine-in and Takeaway food purchased at premises only.","Centre Shopping Centre, Shop EG07-07B, 84 Bunda St"
Daily Market City & Gungahlin,Canberra,Retail,"Daily Market is an Asian grocery shop. We offer a wide range of Asian groceries including fresh food, snack, noodle, seasoning and drink. We open 7 days per week.

Shop 5, 35 Childers Street Canberra Act 2601.

137/43 Hibberson St, Gungahlin ACT 2912.","Shop 5, 35 Childers Street, City 2601"
Wok Me,Fyshwick,Food and drinks,"Wok Me is the healthy fast food. Their war cry is healthy, low in fat, nutritious but still YUM! Freshly cooked to order with the freshest ingredients delivered daily. Their goal is to cook within 4 minutes! Wok me is located in the food court at the Canberra Outlet Centre.",Shop 309 Food Court Canberra Outlet Centre 337 Canberra Avenue
Foodworks Forde,Forde,Retail,Small Independent supermarket in Forde,5/26 Francis Forde Boulevard
Just Cuts Canberra Centre,Canberra,Personal care,"Just Cuts specialise in cutting for men, women and children of any age. Plus, every one of our Stylists is a fully qualified professional, trained in the latest hairdressing trends and techniques. We offer a No Appointment system and retail our own professional range of hair care products.

",City Walk Canberra City
Rashays Woden,Phillip,Food and drinks,"Rashays is modern Australian Restaurant. It provides an on amazing value, excellent service and premium locally-sourced produce.","13 Keltie St,"
Barbell Foods,Hume,Food and drinks,"Healthy meat snacks and smallgoods, made with regenerative and ethically farmed meat.",24 Tralee St
"SAIGON ASIAN FOOD, RETAIL & WHOLESALE",Dickson,Food and drinks,"Saigon Asian Grocery proudly brings all Asian cooking spices and ingredients to cater your need. Moreover, we offer variety of fresh vegetables and fruits delivering regularly for your conveniences.

We hope to get you on board and accompany you with your Asian cooking journey.
","Shop 1, 22-28 Dickson Place"
Green Tea En,Fyshwick,Food and drinks,"Japanese Cafe for lunches, Matcha and green tea products, Japanese flavours soft serve ice creams.",36 mildura street
The Source Bulk Foods Dickson,Dickson,Retail,"Zero waste pantry shopping. Bring in your own containers or use our brown paper bags. We stock all your pantry essentials plus a full range of household and personal cleaning products, confectionary and zero waste essentials.",Shop 7/30 Dickson Place
CHON CO THAI BELCONNEN,Belconnen,Food and drinks,Chong Co Thai Restaurant and Bar Belconnen has been providing exceptional customer service with great taste and value authentic Thai cuisine.,Shop 327A Westfield Lathlain St
Spilt Milk Bar,Dickson,Food and drinks,Spilt Milk Bar is Aussie gelato made from scratch...no artificial pastes....churned daily...Order from our App...pickup In store or delivered straight to your door.....Download our App for all the details....Unit 70/2 Cape St Dickson.....or contact us on 6156 17 17,70/2 Cape street
Capital Chemist University of Canberra,Bruce,Retail,"Capital Chemist University of Canberra offers a full dispensing service and extensive range of health services to keep customers fit, healthy and informed. We also provide a vaccination service and specialise in compounding medications.","Shop 3, Building 28 Cnr Allawoona st & Ginnninderra"
Rice & Things Takeaway,Mitchell,Food and drinks,"Rice and Things Takeaway is offered Bibim Bab - mixed vegetable and beef on top of rice. and daily chef special lunch box - fried chicken, stir fried port, beef with rice.
",1/22 Winchcombe court
"Soul Origin Woden, Canberra Outlet and Tuggeranong",Phillip,Food and drinks,"Soul Origin offers a wide range of delicious, wholesome breakfast, lunch and scrumptious salad options including exclusive quality of coffee and iced drinks. Everything is made fresh daily in-store.",13 Keltie St
Cannoli Brothers,Fyshwick,Food and drinks,"CANNOLI
BROTHERS
PROUDLY MADE IN Canberra
Cannoli is our thing and we have been at it since 2016 serving our range of cannoli across the Capital Region at the finest producers markets and events.
Manufactured by hand in our Fyshwick factory we make all our pastries fresh using",18 Wollongong Street
Beess and Co Cafe,Yarralumla,Food and drinks,"A local cafe in Yarralumla shops. Serving breakfast and lunch with large variety of vegetarian and Gluten-free ingredients. Open everyday including public holiday. Italian head chef, multi cultural team member, big outdoor sitting, warm and cozy atmosphere, free WiFi, 3 hours free car park.","Shop 5, 29 Bentham Street"
Barbeque nation,Wanniassa,Food and drinks,Indian restaurant where you will get best Indian dishes and great customer service.,5/33 Gartside street
NewsXpress KippaxFair,Holt,Retail,"Newsagency, Range of gifts for all occasions from Ravensburger jigsaw, games, TY plush, scarves handbags and much more",shop 25-26 Hardwick Crescent
mookie burger Tuggeranong,Greenway,Food and drinks,"burgers, fries, shakes, ice cream, frozen cocktails, beers, loaded fries",13b 210 Anketell Street
Wood Tang,Belconnen,Food and drinks,"Hot Pot Buffet, BBQ, Clay Pot",U5 114 Emu Bank
Jindii EcoSpa,Black Mountain,Retail,"Inspired by the native flora found in the quiet surrounds of the Australian National Botanic Gardens, Jindii EcoSpa delivers soul-enriching treatments that will revitalise, recharge & replenish.
Unique spa rituals designed to provide a deep connection to both nature & self, providing a haven to BE.","Australian National Botanic Gardens, Clunies Ross St"
Designer Op Shop Emporium,Fyshwick,Food and drinks,"DOS Emporium is Canberra’s leading pre-loved, vintage & modern shopping destination. With an exclusive group of small businesses selling vintage & retro collectables, pre-loved designer fashion, modern interiors, luxury consignment and so much more including a boutique cafe, Emporium Espresso.",1 Lyell Street Fyshwick
The Knox Made in Watson,Watson,Food and drinks,The Knox is a local 'hub' for Families and Friends to relax and enjoy excellent food & beverage. We are passionate about great local produce and coffee and we have a strong focus on connecting and working with local suppliers and businesses.,Shop 1/13 Watson Place
Continental grocery and halal meat,Gungahlin,Food and drinks,"All Asian grocery, Vegetables, sweets, meat and dry fruits.",142/2 Hinder Street
Korner Tapri,Gungahlin,Food and drinks,"We’re passionate about providing delicious and high-quality food, our priority is to satisfy all of our customer's needs. We offer a variety of excellent food, prepared with the freshest and finest ingredients, to the highest standard.","Shop 8, Gungahlin Marketplace, 30 Hibberson Street"
Selections Bistro – Belconnen Labor Club,Belconnen,Food and drinks,"Selections Bistro, located at the Canberra Labor Club in Belconnen, has an emphasis on delivering delicious contemporary food in a modern setting that consistently surpasses the expectations of all those who dine with us.","Belconnen Labor Club, 51 Chandler St"
Weston asian grocery,Weston,Retail,Weston Asian Grocery is a Family Based Asian Grocery Store for anyone who needs Asian Products.,shop 8 / 21 Brierly street
Group 1994 pty ltd,Kingston,Food and drinks,"It is a lovely samll cafe located in an office building, which serves coffee, drinks and great food.",6/71 leichhardt st
SportsTec Clinic,Kingston,Personal care,"SportsTec Clinic is a multi disciplinary practice with physiotherapy, exercise physiology, dieticians and massage therapists. We provided care for people with injuries such as knee and back pain as well as those with chronic conditions such as arthritis, diabetes or heart disease.",81/71 Giles st
"Hero Sushi Canberra Train, Hero Sushi Constitution Place",Canberra,Food and drinks,"Hero Sushi Canberra Train provides a quality product with great services, freshly made and extremely tasty. Freshly made in store, every day, ensures every meal retains its flavour and goodness. Please come to us and have a great time.","Shop FG13A, 148 Bunda St"
Turkish Delight Kingston,Kingston,Food and drinks,The first Turkish restaurant Turkish Delight Belconnen in ACT opens a new branch in Kingston! The restaurant is special not only for its food but also the authentic Turkish atmosphere.,75/71 Giles St
Drummond Golf Fyshwick,Fyshwick,Retail,Drummond Golf Fyshwick is a 100% locally owned & operated business. We pride ourselves on offering the widest range of golf products in the Canberra region at the most competitive prices. We specialize in custom fitting golf clubs within our state of the art simulators.,16 Goolwa Place Fyshwick ACT
Simply Pho,Gungahlin,Food and drinks,Serving Canberra famous street foods of Vietnam since 2008,28/33 Hibberson St
New York Nails Spa and Beauty,Woden,Personal care,"We provide beauty treatment: Nails, Lashes extension, Waxing, Nails, pedicure and manicure, body massage, facial.","Shop a27 Wesfield Woden, Bradley Street"
Thai House Restaurant,Weston,Food and drinks,Authentic Thai Cuisine,22-23/14 Brierly Street
Australian Essences - Women's Natural Health Clinic,Kambah,Personal care,"Women's Natural Health Clinic

I nurture your body, mind and soul with a range of gentle, effective treatments, giving you the care and attention that you deserve and need.

My private clinic setting provides a tranquil, peaceful environment where you can truly relax and feel at ease.",13 Lawrence Crescent
