name,suburb,category,description,address,lng,lat,value,vouchers
Gungahlin Lakes Golf Pro Shop,Nicholls,Retail,"We have a great pro shop at Gungahlin Lakes that stocks all the major brands and offers a full range of services for our members and visitors.

The pro shop team provide expert advice and knowledge to ensure you have the very best experience in our store.
",Cnr Gungahlin and Gundaroo Drives,149.1195198,-35.1863131,16760,350
Gungahlin Massage Centre,Gungahlin,Personal care,,"Shop 26/33 Hibberson St, Gungahlin ACT 2912",149.1347447,-35.18482698,2590,77
Gus' Place,Canberra,Food and drinks,"Gus' Place is an Canberra Institution. One of Canberra's oldest cafe's and the first venue to allow outdoor seating. Situated in the middle of the city with ample space and a large greenhouse. Serving all day breakfast, lunch, coffee's and drinks. Fully licensed and able to take large bookings.","Shop 8, 68 Bunda Street",149.1319095,-35.2778279,430,27
GUZMAN Y GOMEZ Canberra Centre/ Belconnen/ Gungahl,Canberra,Food and drinks,,"Centre Shopping Centre, Shop EG07-07B Bunda St, Canberra ACT 2601",149.1332611,-35.27844309,3310,212
GymQuip Fitness and Spas,Fyshwick,Retail,GymQuip Fitness and Spas offers domestic and commercial fitness equipment as well as Hot Spring Spa pools. Full range available to view at www.gymquipfitness.com,16 Goolwa Place Fyshwick,149.1749615,-35.3216316,950,22
H2O MEDI SPA,Kingston,Personal care,"Located in the heart of the Kingston Foreshore is Canberra'smulti-award winning Medi Spa with over 16 years experience in the beauty & wellness industry. Connected Beauty is the catalyst to initiate the cycle of healthier skin, a healthier body and greater well-being.",68/71 Giles Street,149.1456468,-35.3129687,680,16
Hachiko western Japanese fusion,Belconnen,Food and drinks,"Hachikō is an inspired from the movie named Hachi- ko. We provide loyalty, good food and exceptional customer service. Located in Belconnen, Hachikō is a relaxed and elegant spot serving some of the best Japanese fusion cuisines in Canberra. Situated just by the water.",8/114 Emu bank,149.0700087,-35.2361286,360,12
Hadfield Painting Studio,Fyshwick,Retail,"A unique creative space by artists. Art lessons,Art Gallery,artists supplies, studio and events all under one roof. There's a variety of art classes including glass bead making. Rejuvenated 2nd hand art/craft and fine art by Margaret Hadfield in the large gallery space.","ARTISTS SHED 1-3 / 88 Wollongong St, (lower)",149.1786858,-35.3232623,1330,32
Hair and Makeup Artistry by Nicole,Hume,Personal care,,"4/49 Sheppard St, Hume ACT 2620",149.1677414,-35.39075984,100,2
Hair Crew,Phillip,Personal care,"Hair Crew Studio is located at LG level, Westfield woden with skilled & friendly team are looking forward to provide you with best service with good ethic work team.","Shop 15, LG Westfield Woden",149.0860576,-35.3463199,1620,38
Hair Crew Studio,Acton,Retail,"Hair Crew salon located at Kambri ANU looking forward to provide you with the best service and good ethic work team.
","Chifley Library, Concession Lane, Kambri ANU",149.1204226,-35.2780235,730,33
Handy Seven,Conder,Retail,"We sell fresh flowers, giftware, party products, helium balloons, art accessories etc. Delivery available 7 days a week across Canberra region.",4 Sidney Nolan st,149.0924747,-35.457682,1610,36
HANGARI KIMCHI,Dickson,Food and drinks,Korean BBQ Restaurant,Unit 5/55 Woolley St,149.1365848,-35.2497131,2330,76
Hanok Korean BBQ Dickson,Dickson,Food and drinks,"Best Korean BBQ In the town, enjoy the wagyu on the charcoal",6/28 Challis St,149.136369,-35.2494368,4790,115
Happy Hair Day,Gungahlin,Personal care,"Today will be a good hair day.
A good happy hair day.
",Unit 8/48 Gungahlin Pl.,149.1350983,-35.1828591,940,31
Happys Chinese restaurant,Canberra,Food and drinks,Happys Chinese has been family owned since 1962. The first Chinese Restaurant in Canberra.,17 Garema place,149.131573,-35.27814,3750,105
Hawka Thai Massage Centre,Hawker,Personal care,"Hawka Thai Massage is like your own personal haven for peace and relaxation. Whether it's pampering or remedial massage, our therapists are dedicated to your wellbeing.",shop 1 72-74 Hawker Place,149.04363,-35.243154,1710,36
HEALTH FIRST CHINESE ACUPRESSURE MASSAGE,Gungahlin,Personal care,"We established in 2005,we offer traditional Chinese acupressure massage, deep tissue massage, relaxation massage and remedial massage service. Find out more about our service here.","SHOP 12D, 46-50HIBBERSON STREET, GUNGAHLIN VILLAGE",149.135972,-35.186322,1800,50
Healthy Start Discount Vitamins,Gungahlin,Retail,,"21/46 Hibberson St, Gungahlin ACT 2912",149.1359867,-35.18614398,2080,67
Herbert's at Evatt,Evatt,Food and drinks,"Welcoming suburban bar & eatery in the heart of North Belconnen boasting seasonal menus of small bites and heartier meals, independent craft beers, and quality wines from the Canberra region and beyond.",Unit 2/21 Heydon Place,149.0739971,-35.208861,1000,29
Here Collective,Downer,Retail,"A beautiful space to slow down, to look after your brain and body and join a community of like-minded humans. Find us in Downer for yoga, pilates, psychology, physiotherapy and massage. Be slow, be mindful, be here.","Shop 3, 2 Frencham Pl",149.144608,-35.245264,10130,211
"Hero Sushi Canberra Train, Hero Sushi Constitution Place",Canberra,Food and drinks,"Hero Sushi Canberra Train provides a quality product with great services, freshly made and extremely tasty. Freshly made in store, every day, ensures every meal retains its flavour and goodness. Please come to us and have a great time.","Shop FG13A, 148 Bunda St",149.1332559,-35.2802271,1610,87
Hero sushi Tuggeranong Miki Sushi Woden,Tuggeranong,Food and drinks,Fresh sushi made daily on premises,shop G47 Southpoint Shopping centre,149.0665317,-35.4167822,1110,56
HEY SHOW KARAOKE,City,Food and drinks,"We are located in the City Sydney Building with easily find parking.
We open 365 days a year.
12 Themed rooms and the largest room accommodate more than 30 patrons.
Brand new and the latest professional-level Karaoke systems and equipment.
Over 200,000 songs.",27 east row,149.1303226,-35.279129,4650,126
Higher Function Physio & Pilates,Canberra,Personal care,"We support Canberrans with our expertise in Physiotherapy & Exercise Physiology to do more of what they love, without pain. We offer Clinical Exercise classes (Matwork & Reformer) as well as specialised classes tailored for osteoporosis, Strength for Life (COTA) and GLA:D.","23 Petrie Plaza, Suite 4, Level 1",149.1309915,-35.279304,1070,22
hing shing butchery,Dickson,Retail,,"41 Woolley St, Dickson ACT 2602",149.1365805,-35.24962212,8200,273
Hokka Hokka,Canberra,Food and drinks,Asian Cuisine Takeaway Food,2/148 Bunda Street,149.1332387,-35.2802938,130,11
Holy Nails Spa/Queen Bee Beauty Studio,Dickson,Personal care,"we provide beauty treatments foe man and ladies: Hair, nails, lashes extension, lash lifting, waxing, body massage, facial. High quality services, competition prices. locate in Dickson shopping center",3/25 Dickson Place,149.1394444,-35.2502778,370,15
Home French Home,Manuka,Retail,"Home French Home in Manuka Arcade sells fine napery, fashions, and gifts from France. Stylish tablecloths, tea-towels, throws, cushions, bed linens. Women's and men's fashions, scarves, hats, and accessories. Fragrances, soaps, and skin care.","Shop 11, Manuka Arcade, 22 Franklin Street",149.1327229,-35.3201547,850,19
HOME&GIVING,Greenway,Retail,"Giftware, homeware shop
use in HOME&GIVING both GREENWAY SOUTHPOINT and WESTON COOLEMAN COURT shops","Shop 101, South Point Shopping Centre",149.0665317,-35.4167822,430,11
Homemakers,Fyshwick,Retail,Quality Home Furniture and Bedding sourced locally and world wide to offer you a variety of products at the best price,shop 17/337 Canberra Ave,149.1786827,-35.3367379,150,3
Hongtao Gao,Gungahlin,Retail,"My business focuses on mobile phones and iPads repairs. From April, my business became quieter and quieter. I hope the ChooseCBR can help me somehow.",121A Anthony Rolfe Avenue,149.1384468,-35.1837063,3950,113
Honkytonks,City,Food and drinks,Honkytonks is a bar in Garema Place that’s inspired by the flavours of Central American and the Caribbean. We are a laid back venue where Cocktails and Tequila are our specialty - the red wine and white wine sangria pitchers both crowd favourites.,1/7-9 Garema Place,149.1315669,-35.2783679,1340,43
Horseland Canberra,Fyshwick,Retail,Stocking the world's leading equestrian and country outfitting brands.,3/14 Ipswich Street,149.1641713,-35.3278538,490,13
Hot Star Fried Chicken,Acton,Food and drinks,,"Joplin Ln, Acton ACT 2601",149.1208441,-35.27781955,340,21
House Of Desserts,Dunlop,Food and drinks,"This takeaway and delivery business serving Crepes, Waffles, Pancakes and More...
We have been able to transform a typical house in Dunlop 2615 ACT, into an inviting dessert parlour that we hope will become an important part of Canberra's community.",32 polilight street,149.0316891,-35.1911254,480,21
Hualong Supermarket,Harrison,Retail,"Asian grocery and all kinds of fresh food.
Plus small goods, hardware and daily usages.",Unit 84/70 Nullarbor Avenue,149.149657,-35.2012318,61300,1584
Hyde Away Cafe Waramanga,Waramanga,Food and drinks,"Family run cafe serving breakfast and lunch, light snacks and the fabulous Black Mountain coffee. Casual dining for all of the family.",5/1-7 Waramanga Place,149.0591887,-35.3527727,100,6
ICHI cafe,Holt,Food and drinks,Supporting local business by tastes of our new Aussie home mix in with a touch of our Vietnamese heritage. Home made Pastry.,"48 Hardwick Cres, Shop 29",149.0199532,-35.2223388,40,3
IGA Drakeford Supermarket,Kambah,Retail,Open 7:30am-8:00pm,Shop 12/9 Jenke Circuit,149.0684844,-35.3931445,5530,181
Impact Comics,Canberra,Retail,"There's a comic for every member of the family, let's find yours!
Superheroes, manga, romance, documentaries, comedies, tragedies, and so much more, all in comics form. Find something exciting and new or re-discover old favourites.
Plus get all the fun stuff to decorate your shelves too!",16 Garema Place,149.1321213,-35.2785474,7520,208
Indepth Scuba,Belconnen,Retail,"Indepth Scuba is Canberra's leading PADI 5 Star Instructor Development Centre & TecRec Centre and has been certifying divers since 1998.

As Canberra's foremost dive centre, selling the best in brands, training, travel, in house equipment servicing, air and EANX fills and experienced advice.","SHOP 2, 2 OATLEY COURT",149.058791,-35.241513,3770,76
Indian Accent,Canberra,Food and drinks,INDIAN ACCENT where the ‘accent’ is on following traditional recipes using locally sourced ingredients to bring to Canberrans a flavoursome array of Indian food. The meaning behind the name is a nod to the regional diversity of the people of India and regional cuisines and flavours!,24 West Row Melbourne Bldg,149.127888,-35.2789342,960,33
Indian Affair Restaurant,Phillip,Food and drinks,"Indian Affair Restaurant is one of Canberra's most popular restaurants. Located in the heart of Woden, we are known for serving only the very best quality of North Indian Cuisine, with a smile. The interior is warm and elegant and our friendly staff make you feel right at home.",64 Colbee Court,149.0878874,-35.3527192,1020,29
INSKINCARE,Evatt,Retail,"Professional skin care facials, LED therapy and Geneo+ oxygen facial, massage, waxing, spray tanning, manicures/pedicures by fully qualified beauty therapists. Preferred products used in salon and for sale include Dermalogica and soon introducing Payot and featuring Bellotto Soy Candles","4/21 Heydon Place, Evatt ACT 2617",149.0736739,-35.2089308,300,10
Intersport Fyshwick,Fyshwick,Retail,"Intersport Fyshwick is locally owned store servicing CBR and surrounds since 1983. It is one of the largest sports store in CBR and actively supports many local sporting clubs and associations. We have a great collection of sporting, fitness and family fun related products from the best brands.",20 Whyalla Street,149.1765768,-35.3337327,3190,83
ION DNA Electric Vehicles,Fyshwick,Retail,"ION DNA is Australia's first and Canberra's own dedicated Electric Vehicle Showroom. We stock a unique range of alternative affordable Nissan and Honda Electric Cars and are Canberra's premiere authorised stockist of Kaabo, NanRobot, e-Glide, Dualtron, Mercane & Apollo Electric scooters.",1/67 Gladstone Street,149.1844441,-35.3262866,200,4
Iron chef Chinese and Malaysian Restaurant,Mawson,Food and drinks,Iron chef restaurant is a well-known Chinese and Malaysian Restaurant in ACT. Lunch specials are available both eat in and take away from 11:30-14:30 from Tuesday to Sunday.,Shop11 93 Mawson PL,149.0940258,-35.3650084,2810,86
Italian Brothers,Manuka,Food and drinks,"Manuka's newest, most oppulent and most authentic Italian Caffe, Deli, Wine Bar and Dealhouse.","Shop 2, Manuka Arcade, 22 Franklin Street",149.1327229,-35.3201547,980,31
